chrom	start	end	har_coord	category	nearest_gene	distance_to_gene
chr11	7414705	7415041	chr11:7414705-7415041	intronic	SYT9	0
chr11	8315970	8316253	chr11:8315970-8316253	intergenic_proximal	LMO1	47255
chr11	8357103	8357324	chr11:8357103-8357324	intergenic_proximal	STK33	34544
chr11	8362170	8362646	chr11:8362170-8362646	intergenic_proximal	STK33	29222
chr11	10321139	10321494	chr11:10321139-10321494	intronic	AMPD3	0
chr11	12329873	12330103	chr11:12329873-12330103	intronic	MICAL2	0
chr11	12817772	12817899	chr11:12817772-12817899	intronic	TEAD1	0
chr11	14107081	14107461	chr11:14107081-14107461	intronic	SPON1	0
chr11	15361772	15362185	chr11:15361772-15362185	intergenic_proximal	INSC	114565
chr11	15501319	15501944	chr11:15501319-15501944	intergenic_proximal	ENSG10010135580.1	19427
chr11	15539714	15539924	chr11:15539714-15539924	intergenic_proximal	LINC02751	12931
chr11	16112325	16112773	chr11:16112325-16112773	intronic	SOX6	0
chr11	16169974	16170324	chr11:16169974-16170324	intronic	SOX6	0
chr11	16402174	16402613	chr11:16402174-16402613	intronic	SOX6	0
chr11	17765373	17765683	chr11:17765373-17765683	intronic	KCNC1	0
chr11	19785363	19785659	chr11:19785363-19785659	intronic	NAV2	0
chr11	19881254	19881444	chr11:19881254-19881444	intronic	NAV2	0
chr11	21249987	21250301	chr11:21249987-21250301	intronic	NELL1	0
chr11	22471445	22471749	chr11:22471445-22471749	intronic	LINC01495	0
chr11	22491771	22492110	chr11:22491771-22492110	promoter_proximal	LINC01495	0
chr11	27729007	27729121	chr11:27729007-27729121	intronic	RP11-587D21.4	0
chr11	28117600	28117973	chr11:28117600-28117973	intronic	METTL15	0
chr11	28575950	28576240	chr11:28575950-28576240	intergenic_proximal	METTL15	48910
chr11	30571369	30571408	chr11:30571369-30571408	intronic	MPPED2	0
chr11	30696966	30697125	chr11:30696966-30697125	intergenic_proximal	MPPED2-AS1	64384
chr11	30719753	30719952	chr11:30719753-30719952	intergenic_proximal	RP4-535H23.3	53961
chr11	30930802	30931123	chr11:30930802-30931123	intronic	DCDC1	0
chr11	31246706	31247082	chr11:31246706-31247082	intronic	DCDC1	0
chr11	31601713	31602163	chr11:31601713-31602163	intronic	ELP4	0
chr11	31664904	31665298	chr11:31664904-31665298	intronic	ELP4	0
chr11	31809216	31809243	chr11:31809216-31809243	intronic	PAX6	0
chr11	31871914	31872384	chr11:31871914-31872384	intronic	PAUPAR	0
chr11	32015653	32015787	chr11:32015653-32015787	intronic	RP1-65P5.6	0
chr11	32107214	32107649	chr11:32107214-32107649	intergenic_proximal	RCN1	1493
chr11	32477487	32477517	chr11:32477487-32477517	intergenic_proximal	WT1-AS	18719
chr11	33906702	33907194	chr11:33906702-33907194	intergenic_proximal	LMO2	14627
chr11	34710715	34711128	chr11:34710715-34711128	promoter_proximal	RP11-350D17.3	555
chr11	34742744	34742862	chr11:34742744-34742862	promoter_proximal	RP4-743O11.1	44
chr11	35424575	35424589	chr11:35424575-35424589	intergenic_proximal	RP4-683L5.1	3574
chr11	35623166	35623446	chr11:35623166-35623446	intergenic_proximal	FJX1	2302
chr11	35874650	35874984	chr11:35874650-35874984	intergenic_proximal	KRT18P14	13153
chr11	36080299	36080433	chr11:36080299-36080433	intronic	LDLRAD3	0
chr11	36996502	36996812	chr11:36996502-36996812	intergenic_proximal	CTD-2119L1.1	298636
chr11	38514559	38514751	chr11:38514559-38514751	intergenic_proximal	RP11-63D14.1	14374
chr11	39554319	39554480	chr11:39554319-39554480	intergenic_proximal	RNU6-99P	293107
chr11	40693854	40694056	chr11:40693854-40694056	intronic	LRRC4C	0
chr11	42049472	42049695	chr11:42049472-42049695	intronic	LINC02745	0
chr11	42082250	42082640	chr11:42082250-42082640	intronic	LINC02745	0
chr11	42355745	42355972	chr11:42355745-42355972	intergenic_proximal	LINC02740	102025
chr11	42554458	42554573	chr11:42554458-42554573	intergenic_proximal	LINC02740	300738
chr11	42596829	42597161	chr11:42596829-42597161	intergenic_proximal	CTD-2537L20.1	342614
chr11	44414859	44415359	chr11:44414859-44415359	intergenic_proximal	RP11-58K22.1	53105
chr11	46920641	46920661	chr11:46920641-46920661	promoter_proximal	RP11-411D10.3	219
chr11	47021642	47021869	chr11:47021642-47021869	intronic	C11orf49	0
chr11	56351419	56351863	chr11:56351419-56351863	intergenic_proximal	OR8J1	2428
chr11	64157440	64157774	chr11:64157440-64157774	intronic	MACROD1	0
chr11	74919586	74919965	chr11:74919586-74919965	intronic	XRRA1	0
chr11	76034883	76034984	chr11:76034883-76034984	intronic	UVRAG	0
chr11	79460578	79460728	chr11:79460578-79460728	intergenic_proximal	TENM4	19549
chr11	79627385	79627621	chr11:79627385-79627621	intergenic_proximal	RP11-258O13.1	15086
chr11	80010819	80011176	chr11:80010819-80011176	intergenic_proximal	RP11-885L14.1	21190
chr11	80075011	80075246	chr11:80075011-80075246	intergenic_proximal	RP11-885L14.1	85382
chr11	80821200	80821406	chr11:80821200-80821406	intergenic_proximal	LINC02720	58375
chr11	81307158	81307363	chr11:81307158-81307363	intronic	RP11-875G18.1	0
chr11	83711351	83711543	chr11:83711351-83711543	intronic	DLG2	0
chr11	86588478	86588838	chr11:86588478-86588838	intronic	RP11-317J19.1	0
chr11	87304438	87304808	chr11:87304438-87304808	intronic	TMEM135	0
chr11	87751585	87751837	chr11:87751585-87751837	intergenic_proximal	RP11-720D4.2	30353
chr11	89175812	89176142	chr11:89175812-89176142	promoter_proximal	TYR	1733
chr11	89498688	89499155	chr11:89498688-89499155	promoter_proximal	H3P34	0
chr11	91846608	91846871	chr11:91846608-91846871	intronic	LINC02756	0
chr11	92087662	92087699	chr11:92087662-92087699	intergenic_proximal	RPL7AP57	73407
chr11	92607525	92607691	chr11:92607525-92607691	intronic	FAT3	0
chr11	95282453	95282802	chr11:95282453-95282802	intergenic_proximal	RP11-712B9.2	48063
chr11	96295138	96295336	chr11:96295138-96295336	intronic	MAML2	0
chr11	96960551	96960919	chr11:96960551-96960919	intronic	RP11-360K13.1	0
chr11	97339183	97339239	chr11:97339183-97339239	intergenic_proximal	LINC02553	79197
chr11	97586165	97586523	chr11:97586165-97586523	intergenic_proximal	RNA5SP347	70941
chr11	98653623	98653926	chr11:98653623-98653926	intergenic_proximal	RP11-115E19.1	22465
chr11	100576644	100576929	chr11:100576644-100576929	intergenic_proximal	RN7SL222P	65046
chr11	103280551	103280701	chr11:103280551-103280701	intronic	DYNC2H1	0
chr11	104054092	104054342	chr11:104054092-104054342	intronic	PDGFD	0
chr11	107494114	107494364	chr11:107494114-107494364	intergenic_proximal	ALKBH8	8363
chr11	109427125	109427430	chr11:109427125-109427430	exonic	RP11-708B6.2	0
chr11	109533149	109533429	chr11:109533149-109533429	intronic	RP11-708B6.2	0
chr11	111081041	111081359	chr11:111081041-111081359	intergenic_proximal	RP11-89C3.3	8511
chr11	111439065	111439266	chr11:111439065-111439266	intronic	POU2AF1	0
chr11	112911031	112911443	chr11:112911031-112911443	intergenic_proximal	RP11-629G13.1	47836
chr11	113073525	113073708	chr11:113073525-113073708	intronic	NCAM1	0
chr11	114065898	114066528	chr11:114065898-114066528	exonic	ZBTB16	0
chr11	114115258	114115973	chr11:114115258-114115973	intronic	ZBTB16	0
chr11	114144231	114144497	chr11:114144231-114144497	intronic	ZBTB16	0
chr11	114229042	114229488	chr11:114229042-114229488	intronic	ZBTB16	0
chr11	114928473	114928663	chr11:114928473-114928663	intergenic_proximal	ENSG10010136340.1	199555
chr11	115216014	115216213	chr11:115216014-115216213	intronic	CADM1	0
chr11	115284969	115285178	chr11:115284969-115285178	intronic	CADM1	0
chr11	115343500	115343682	chr11:115343500-115343682	intronic	CADM1	0
chr11	115479497	115479787	chr11:115479497-115479787	intronic	CADM1	0
chr11	115692638	115692764	chr11:115692638-115692764	intronic	LINC02698	0
chr11	115777464	115777808	chr11:115777464-115777808	intronic	LINC02698	0
chr11	116044982	116045192	chr11:116044982-116045192	intergenic_proximal	AP000797.2	93492
chr11	116053594	116053824	chr11:116053594-116053824	intergenic_proximal	AP000797.2	102104
chr11	116174353	116174544	chr11:116174353-116174544	intergenic_proximal	AP000797.2	222863
chr11	116369690	116369892	chr11:116369690-116369892	intergenic_proximal	LINC02151	127007
chr11	116560702	116560878	chr11:116560702-116560878	intergenic_proximal	AP000770.2	49117
chr11	116693780	116693852	chr11:116693780-116693852	intergenic_proximal	LINC02702	35486
chr11	117462498	117462867	chr11:117462498-117462867	intronic	DSCAML1	0
chr11	118925621	118925731	chr11:118925621-118925731	promoter_proximal	BCL9L	0
chr11	118929295	118929442	chr11:118929295-118929442	promoter_proximal	UPK2	0
chr11	119676705	119676853	chr11:119676705-119676853	exonic	NECTIN1	0
chr11	119980415	119980586	chr11:119980415-119980586	intronic	RP11-831A10.4	0
chr11	120770052	120770435	chr11:120770052-120770435	intronic	GRIK4	0
chr11	121930498	121930701	chr11:121930498-121930701	intergenic_proximal	RP11-344F5.1	1523
chr11	124746884	124747294	chr11:124746884-124747294	promoter_proximal	NRGN	0
chr11	125193164	125193394	chr11:125193164-125193394	intronic	PKNOX2	0
chr11	125350738	125350752	chr11:125350738-125350752	intronic	PKNOX2	0
chr11	126915019	126915281	chr11:126915019-126915281	intronic	KIRREL3	0
chr11	127143567	127143760	chr11:127143567-127143760	intronic	RP11-168K9.1	0
chr11	127194180	127194414	chr11:127194180-127194414	intronic	CTD-2234N14.1	0
chr11	128476729	128477062	chr11:128476729-128477062	intronic	ETS1	0
chr11	128683937	128684040	chr11:128683937-128684040	intronic	RP11-744N12.3	0
chr11	129404770	129405011	chr11:129404770-129405011	intronic	BARX2	0
chr11	131095482	131095883	chr11:131095482-131095883	intergenic_proximal	RN7SL167P	91054
chr11	131395595	131395742	chr11:131395595-131395742	intronic	NTM	0
chr11	131592914	131593015	chr11:131592914-131593015	intronic	NTM	0
chr11	131652951	131652976	chr11:131652951-131652976	intronic	NTM	0
chr11	131797637	131798167	chr11:131797637-131798167	intronic	NTM	0
chr11	131811461	131811931	chr11:131811461-131811931	intronic	NTM	0
chr11	131813973	131814398	chr11:131813973-131814398	intronic	NTM	0
chr11	131982689	131982896	chr11:131982689-131982896	promoter_proximal	NTM	0
chr11	132078581	132078953	chr11:132078581-132078953	intronic	NTM	0
chr11	132939766	132940101	chr11:132939766-132940101	intronic	OPCML	0
chr11	133272913	133273038	chr11:133272913-133273038	intronic	OPCML	0
chr11	133390856	133391029	chr11:133390856-133391029	intronic	OPCML	0
chr11	133663876	133664032	chr11:133663876-133664032	intergenic_proximal	RP11-138O22.1	114011
chr11	133940996	133941269	chr11:133940996-133941269	intronic	IGSF9B	0
chr12	865012	865422	chr12:865012-865422	promoter_proximal	WNK1	0
chr12	1048299	1048604	chr12:1048299-1048604	intronic	ERC1	0
chr12	3137708	3137874	chr12:3137708-3137874	intronic	TSPAN9	0
chr12	3491584	3491600	chr12:3491584-3491600	promoter_proximal	PRMT8	0
chr12	9809119	9809281	chr12:9809119-9809281	intergenic_proximal	GCNAP1	8069
chr12	12320015	12320271	chr12:12320015-12320271	intergenic_proximal	MANSC1	5785
chr12	12582992	12583305	chr12:12582992-12583305	intergenic_proximal	RP11-158N24.1	14217
chr12	13894152	13894470	chr12:13894152-13894470	intronic	GRIN2B	0
chr12	15972217	15972396	chr12:15972217-15972396	promoter_proximal	DERA	0
chr12	16018041	16018745	chr12:16018041-16018745	intronic	DERA	0
chr12	16084020	16084190	chr12:16084020-16084190	intergenic_proximal	DERA	46640
chr12	16197756	16197830	chr12:16197756-16197830	intronic	SLC15A5	0
chr12	16552051	16552234	chr12:16552051-16552234	intronic	MGST1	0
chr12	16706799	16707096	chr12:16706799-16707096	intronic	RP11-239A17.1	0
chr12	17137530	17137806	chr12:17137530-17137806	intronic	RP11-287J11.1	0
chr12	17430328	17430762	chr12:17430328-17430762	intergenic_proximal	TIMM17BP1	29415
chr12	17786289	17786599	chr12:17786289-17786599	intergenic_proximal	Y_RNA	75244
chr12	18541306	18541456	chr12:18541306-18541456	intronic	PIK3C2G	0
chr12	19308438	19308764	chr12:19308438-19308764	intronic	PLEKHA5	0
chr12	22986021	22986572	chr12:22986021-22986572	intronic	RP11-114G22.1	0
chr12	23190227	23191250	chr12:23190227-23191250	intronic	RP11-153K16.1	0
chr12	23323847	23323911	chr12:23323847-23323911	intergenic_proximal	RP11-153K16.2	72349
chr12	23881492	23881871	chr12:23881492-23881871	intronic	SOX5	0
chr12	24016380	24016638	chr12:24016380-24016638	intronic	SOX5	0
chr12	24229993	24230396	chr12:24229993-24230396	intronic	SOX5	0
chr12	24239418	24239726	chr12:24239418-24239726	intronic	SOX5	0
chr12	30877364	30877564	chr12:30877364-30877564	intronic	LINC00941	0
chr12	33794628	33794913	chr12:33794628-33794913	intergenic_proximal	RP13-359K18.1	76412
chr12	41513168	41513181	chr12:41513168-41513181	intronic	PDZRN4	0
chr12	41587795	41587946	chr12:41587795-41587946	intergenic_proximal	PDZRN4	13051
chr12	41825973	41826186	chr12:41825973-41826186	intergenic_proximal	RP11-630C16.2	3712
chr12	42756998	42757433	chr12:42756998-42757433	intergenic_proximal	LINC02450	39879
chr12	42996782	42997040	chr12:42996782-42997040	promoter_proximal	RP11-547C5.2	297
chr12	43191971	43192118	chr12:43191971-43192118	intergenic_proximal	LINC02461	28862
chr12	44794870	44795165	chr12:44794870-44795165	intronic	NELL2	0
chr12	47759145	47759313	chr12:47759145-47759313	exonic	RAPGEF3	0
chr12	53803283	53803467	chr12:53803283-53803467	intronic	RP11-686F15.4	0
chr12	53993890	53994067	chr12:53993890-53994067	promoter_proximal	RP11-834C11.12	0
chr12	54017405	54017493	chr12:54017405-54017493	promoter_proximal	RP11-834C11.12	0
chr12	57133425	57133539	chr12:57133425-57133539	promoter_proximal	LRP1	0
chr12	58132446	58132537	chr12:58132446-58132537	intergenic_proximal	RP11-489P6.2	26512
chr12	60275933	60275947	chr12:60275933-60275947	intergenic_proximal	RP11-316A16.2	6248
chr12	60522714	60522973	chr12:60522714-60522973	intergenic_proximal	RP11-154D9.1	103422
chr12	60767656	60767716	chr12:60767656-60767716	intergenic_proximal	RP11-154D9.1	348364
chr12	61032667	61032786	chr12:61032667-61032786	intergenic_proximal	RP11-471N19.1	198373
chr12	64396737	64396937	chr12:64396737-64396937	intronic	RPS11P6	0
chr12	64903820	64904090	chr12:64903820-64904090	intronic	RP11-766N7.5	0
chr12	66979076	66979119	chr12:66979076-66979119	intronic	GRIP1	0
chr12	67057749	67057924	chr12:67057749-67057924	intronic	GRIP1	0
chr12	67893115	67893292	chr12:67893115-67893292	intergenic_proximal	LINC01479	35943
chr12	68957356	68957660	chr12:68957356-68957660	promoter_proximal	CPM	0
chr12	71980524	71980877	chr12:71980524-71980877	intronic	TPH2	0
chr12	72003145	72003462	chr12:72003145-72003462	intronic	TPH2	0
chr12	72083402	72083605	chr12:72083402-72083605	intronic	TPH2	0
chr12	72148311	72148447	chr12:72148311-72148447	intronic	TPH2	0
chr12	72217649	72217850	chr12:72217649-72217850	intronic	TRHDE	0
chr12	72234129	72234415	chr12:72234129-72234415	intronic	TRHDE	0
chr12	72422358	72422602	chr12:72422358-72422602	intronic	TRHDE	0
chr12	72572410	72572661	chr12:72572410-72572661	intronic	TRHDE	0
chr12	73092502	73092568	chr12:73092502-73092568	intergenic_proximal	RP11-314D7.1	23389
chr12	73277921	73278131	chr12:73277921-73278131	intergenic_proximal	LINC02444	69605
chr12	73278940	73278961	chr12:73278940-73278961	intergenic_proximal	LINC02444	70624
chr12	76949588	76949731	chr12:76949588-76949731	intergenic_proximal	RP11-669B18.1	34348
chr12	77847020	77847300	chr12:77847020-77847300	intronic	NAV3	0
chr12	79068223	79068528	chr12:79068223-79068528	intronic	SYT1	0
chr12	79165300	79165450	chr12:79165300-79165450	intronic	SYT1	0
chr12	79226886	79227197	chr12:79226886-79227197	intronic	SYT1	0
chr12	79687956	79688126	chr12:79687956-79688126	intronic	PAWR	0
chr12	83262740	83262758	chr12:83262740-83262758	intergenic_proximal	RP11-87P13.2	90001
chr12	83919222	83919481	chr12:83919222-83919481	intergenic_proximal	RP11-80O3.1	227823
chr12	86333021	86333262	chr12:86333021-86333262	intronic	MGAT4C	0
chr12	86590783	86591018	chr12:86590783-86591018	intronic	MGAT4C	0
chr12	87219197	87219282	chr12:87219197-87219282	intergenic_proximal	RPL23AP68	48769
chr12	89349788	89350164	chr12:89349788-89350164	promoter_proximal	DUSP6	0
chr12	89907941	89907975	chr12:89907941-89907975	intronic	RP11-654D12.2	0
chr12	90066347	90066524	chr12:90066347-90066524	intronic	RP11-654D12.2	0
chr12	91603758	91604104	chr12:91603758-91604104	intergenic_proximal	ENSG10010138831.1	28808
chr12	91797541	91797912	chr12:91797541-91797912	intergenic_proximal	RP11-587P21.1	73210
chr12	92168376	92168828	chr12:92168376-92168828	promoter_proximal	RP11-796E2.4	0
chr12	92363677	92363708	chr12:92363677-92363708	promoter_proximal	LINC02391	0
chr12	92394724	92395094	chr12:92394724-92395094	intergenic_proximal	CLLU1-AS1	25000
chr12	94535193	94535306	chr12:94535193-94535306	intergenic_proximal	SUCLG2P2	12935
chr12	96969779	96969975	chr12:96969779-96969975	intergenic_proximal	Y_RNA	9553
chr12	97113728	97113873	chr12:97113728-97113873	intronic	RP11-541G9.1	0
chr12	97159447	97159752	chr12:97159447-97159752	promoter_proximal	RP11-541G9.1	0
chr12	97359062	97359212	chr12:97359062-97359212	intergenic_proximal	RMST	71672
chr12	97421605	97421655	chr12:97421605-97421655	intergenic_proximal	RMST	9229
chr12	97537474	97537846	chr12:97537474-97537846	intronic	RMST	0
chr12	97732401	97733268	chr12:97732401-97733268	intronic	PAFAH1B2P2	0
chr12	99121602	99121932	chr12:99121602-99121932	intronic	ANKS1B	0
chr12	99334283	99334558	chr12:99334283-99334558	intronic	ANKS1B	0
chr12	101635742	101635972	chr12:101635742-101635972	intronic	MYBPC1	0
chr12	102219732	102219840	chr12:102219732-102219840	intronic	HELLPAR	0
chr12	102456324	102456688	chr12:102456324-102456688	intronic	LINC02456	0
chr12	102471002	102471252	chr12:102471002-102471252	intronic	IGF1	0
chr12	103290264	103290518	chr12:103290264-103290518	intronic	C12orf42	0
chr12	107672343	107672573	chr12:107672343-107672573	intergenic_proximal	BTBD11	12702
chr12	107948477	107948652	chr12:107948477-107948652	intergenic_proximal	RP11-554D14.1	35858
chr12	107963681	107963876	chr12:107963681-107963876	intergenic_proximal	RP11-554D14.1	51062
chr12	108482503	108482963	chr12:108482503-108482963	intronic	LINC01498	0
chr12	109254195	109254465	chr12:109254195-109254465	exonic	ACACB	0
chr12	110114336	110114357	chr12:110114336-110114357	intergenic_proximal	IFT81	9978
chr12	110539795	110540065	chr12:110539795-110540065	exonic	PPTC7	0
chr12	110578455	110578507	chr12:110578455-110578507	intronic	PPTC7	0
chr12	113144087	113144465	chr12:113144087-113144465	intergenic_proximal	CFAP73	5259
chr12	113561229	113561471	chr12:113561229-113561471	intergenic_proximal	LINC01234	22415
chr12	113881167	113881363	chr12:113881167-113881363	intronic	RBM19	0
chr12	114030191	114030396	chr12:114030191-114030396	intergenic_proximal	RP11-100F15.1	46737
chr12	114407295	114407975	chr12:114407295-114407975	promoter_proximal	TBX5	0
chr12	114862155	114862391	chr12:114862155-114862391	intergenic_proximal	RP11-411G2.2	32241
chr12	118925995	118926205	chr12:118925995-118926205	intergenic_proximal	RP11-357K6.3	17066
chr12	120410533	120411034	chr12:120410533-120411034	intergenic_proximal	RP1-166H1.2	14539
chr12	127861535	127861865	chr12:127861535-127861865	intergenic_proximal	RP11-749H20.3	15134
chr12	129851373	129851497	chr12:129851373-129851497	intronic	TMEM132D	0
chr12	130064000	130064165	chr12:130064000-130064165	intergenic_proximal	LINC02419	6160
chr12	130281220	130281485	chr12:130281220-130281485	intergenic_proximal	RP11-143E21.6	14496
chr12	133125475	133125859	chr12:133125475-133125859	promoter_proximal	ZNF891	0
chr13	20947950	20948286	chr13:20947950-20948286	promoter_proximal	HNRNPA1P30	0
